type,lat,lon,tags,lighting_level,police_near,cctv_count,crime_reports,safety_score,street_name,area_name
surveillance,12.9315485,77.622494,"{'camera:direction': '90', 'camera:mount': 'pole', 'camera:type': 'fixed', 'check_date': '2025-09-07', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,4,0.26,,7th Cross Road
surveillance,12.9315427,77.6224914,"{'camera:direction': '180', 'camera:mount': 'pole', 'camera:type': 'fixed', 'check_date': '2025-09-07', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",5,0,1,2,0.38,,7th Cross Road
surveillance,12.931549,77.6224876,"{'camera:direction': '14', 'camera:mount': 'pole', 'camera:type': 'fixed', 'check_date': '2025-09-07', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,1,0.44,,7th Cross Road
surveillance,12.9807816,77.6159023,"{'camera:direction': '45', 'camera:mount': 'pole', 'camera:type': 'panning', 'check_date': '2024-12-10', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,"Gangadhara Chetty Road, Ulsoor",Bangalore
surveillance,13.0040887,77.6191969,"{'man_made': 'surveillance', 'name': 'Shalom Gate Camera 2', 'surveillance': 'outd', 'surveillance:type': 'camera'}",5,0,1,4,0.26,Davis Road,Bangalore
surveillance,12.9917069,77.6146229,"{'camera:direction': '45', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surface': 'outdoor', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,4,0.26,,Bengaluru
surveillance,12.9916789,77.6145177,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,0,0.5,Promenade Road,Bengaluru
surveillance,12.9916499,77.6147138,"{'camera:direction': '0', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,2,0.38,,Bengaluru
surveillance,12.9779148,77.6457032,"{'camera:direction': '270', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",5,0,1,1,0.44,,1st Cross Road
surveillance,12.9779208,77.6457078,"{'camera:direction': '0', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,4,0.26,,1st Cross Road
surveillance,13.0044432,77.6230483,"{'camera:direction': '90', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",5,0,1,1,0.44,Hutchins Main Road,Bengaluru
surveillance,13.0044323,77.6229955,"{'camera:direction': '45', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",5,0,1,4,0.26,Hutchins Main Road,Bangalore
surveillance,13.004584,77.6227782,"{'camera:direction': '0', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",5,0,1,1,0.44,Ashoka Road,Bangalore
surveillance,13.0045275,77.6228726,"{'camera:direction': '0', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'building'}",5,0,1,0,0.5,Ashoka Road,Bangalore
surveillance,12.9816453,77.6228859,"{'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,,Bengaluru
surveillance,12.974728,77.6200106,"{'camera:mount': 'pole', 'camera:type': 'dome', 'check_date': '2022-09-25', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,1,0.44,Halasuru Road,Bengaluru
surveillance,12.9730796,77.6201068,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}",5,0,1,0,0.5,Mahatma Gandhi Road,Bengaluru
surveillance,12.9788339,77.5943165,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,1,0.44,Doctor B R Ambedkar Veedhi,Bengaluru
surveillance,12.9733365,77.6151086,"{'camera:mount': 'pole', 'camera:type': 'dome', 'check_date': '2023-10-12', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,1,0.44,,Bengaluru
surveillance,12.975522,77.5940226,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,2,0.38,Kasturba Road,Bengaluru
surveillance,12.9762054,77.5946109,"{'camera:mount': 'pole', 'camera:type': 'dome', 'check_date': '2023-10-12', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,2,0.38,Kasturba Road,Bengaluru
surveillance,12.9315296,77.6224875,"{'camera:mount': 'pole', 'camera:type': 'dome', 'check_date': '2025-09-12', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,0,0.5,,7th Cross Road
surveillance,12.9121413,77.6446517,"{'camera:direction': '0', 'camera:mount': 'pole', 'camera:type': 'fixed', 'check_date': '2021-11-30', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,3,0.32,,19th Main Road
surveillance,12.9121099,77.6446531,"{'camera:direction': '90', 'camera:mount': 'pole', 'camera:type': 'fixed', 'check_date': '2021-11-30', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,2,0.38,,19th Main Road
surveillance,12.9121073,77.6446249,"{'camera:direction': '180', 'camera:mount': 'pole', 'camera:type': 'fixed', 'check_date': '2021-11-28', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,0,0.5,,19th Main Road
surveillance,12.91214,77.6446222,"{'camera:direction': '270', 'camera:mount': 'pole', 'camera:type': 'fixed', 'check_date': '2021-11-30', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,1,0.44,,19th Main Road
surveillance,12.912169,77.6381216,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,2,0.38,,14th Main Road
surveillance,12.9121561,77.6381194,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,1,0.44,,14th Main Road
surveillance,12.9121905,77.6381503,"{'camera:direction': '0', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,0,0.5,,14th Main Road
surveillance,12.9768543,77.5964902,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,1,0.44,,Bengaluru
surveillance,12.9831481,77.5958763,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,2,0.38,,Bengaluru
surveillance,12.9769209,77.5957438,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,1,0.44,,Bengaluru
surveillance,12.9768283,77.5984799,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,1,0.44,Queen's Road,Bengaluru
surveillance,12.9768254,77.5984517,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,2,0.38,Queen's Road,Bengaluru
surveillance,12.9652796,77.6176011,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,2,0.38,Lower Agaram Road,Bengaluru
surveillance,12.9205936,77.5969063,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,3,0.32,,39th Cross Road
surveillance,12.9209738,77.5803946,"{'camera:mount': 'ceiling', 'camera:type': 'panning', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'entrance'}",5,0,1,3,0.32,Rashtriya Vidyalaya Road,A: Jayanagar 5th Block Side
surveillance,12.975038,77.6078703,"{'camera:mount': 'pole', 'camera:type': 'dome', 'check_date': '2023-10-12', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,1,0.44,,Bengaluru
surveillance,12.9286357,77.5816785,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,2,0.38,,7th Main Road
surveillance,12.9205965,77.5969263,"{'camera:mount': 'traffic_signals', 'camera:type': 'panning', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,2,0.38,,39th Cross Road
surveillance,12.923469,77.5803262,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,3,0.32,,Rashtriya Vidyalaya Road
surveillance,12.9206108,77.5969131,"{'camera:mount': 'traffic_signals', 'camera:type': 'panning', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,2,0.38,,39th Cross Road
surveillance,12.9282645,77.5812282,"{'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,4,0.26,Vinayaka Devalaya Road,Jayanagar 4th Block Police Station
surveillance,12.9306053,77.6248432,"{'camera:direction': '200', 'camera:mount': 'pole', 'camera:type': 'panning', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,2,0.38,7th Cross Road,
surveillance,12.9306056,77.6248441,"{'camera:direction': '300', 'camera:mount': 'pole', 'camera:type': 'panning', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,4,0.26,7th Cross Road,
surveillance,12.9750252,77.5928133,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,0,0.5,Kasturba Road,Bengaluru
surveillance,12.9750379,77.5928187,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,1,0.44,Kasturba Road,Bengaluru
surveillance,12.973016,77.599764,"{'camera:direction': '180', 'camera:mount': 'tree', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,2,0.38,6th Cross Road,Bengaluru
