type,lat,lon,tags,lighting_level,police_near,cctv_count,crime_reports,safety_score,street_name,area_name
incident,12.9056,77.5634,"{'amenity':'incident','incident:category':'crime','incident:type':'Burglary','total:incidents':'14'}",3,1,1,3,0.56,Padmanabhanagar Rd,Padmanabhanagar
incident,12.8976,77.5519,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'21'}",3,1,1,3,0.54,Subramanyapura Rd,Subramanyapura
incident,12.988,77.5704,"{'amenity':'incident','incident:category':'crime','incident:type':'Pickpocket','total:incidents':'33'}",3,2,2,4,0.61,Majestic Circle Rd,Majestic
incident,12.9748,77.5982,"{'amenity':'incident','incident:category':'crime','incident:type':'Pickpocket','total:incidents':'29'}",3,2,2,4,0.61,Cubbon Road,Cubbon Park
incident,12.9824,77.6031,"{'amenity':'incident','incident:category':'crime','incident:type':'Bag Theft','total:incidents':'18'}",3,2,2,3,0.59,Shivajinagar Market Rd,Shivajinagar
incident,12.9892,77.6124,"{'amenity':'incident','incident:category':'crime','incident:type':'Phone Theft','total:incidents':'21'}",3,2,2,4,0.58,Tasker Town Rd,Shivajinagar
incident,12.9987,77.6269,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'24'}",3,1,1,4,0.52,Mosque Road,Frazer Town
incident,13.0075,77.6381,"{'amenity':'incident','incident:category':'crime','incident:type':'Chain Snatching','total:incidents':'16'}",3,1,1,3,0.55,HRBR Layout Rd,Banasawadi
incident,13.0181,77.6507,"{'amenity':'incident','incident:category':'crime','incident:type':'House Theft','total:incidents':'14'}",3,1,1,3,0.56,Hennur Cross Rd,Hennur
incident,13.0286,77.6629,"{'amenity':'incident','incident:category':'crime','incident:type':'Scooter Theft','total:incidents':'20'}",3,1,1,4,0.51,Thanisandra Rd,Thanisandra
incident,13.0394,77.6738,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'23'}",3,1,1,3,0.55,Nagawara Junction Rd,Nagawara
incident,13.0504,77.6847,"{'amenity':'incident','incident:category':'crime','incident:type':'Laptop Theft','total:incidents':'15'}",3,1,1,3,0.56,Hebbal Flyover Rd,Hebbal
incident,13.0615,77.6954,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'21'}",3,1,1,4,0.52,Kodigehalli Rd,Kodigehalli
incident,12.9743,77.6461,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'28'}",3,1,1,4,0.52,100 ft Road,Indiranagar
incident,12.9831,77.6558,"{'amenity':'incident','incident:category':'crime','incident:type':'Mobile Theft','total:incidents':'21'}",3,1,1,3,0.55,Old Airport Rd,Indiranagar
incident,12.9929,77.6663,"{'amenity':'incident','incident:category':'crime','incident:type':'Pickpocket','total:incidents':'18'}",3,1,1,3,0.56,Domlur Inner Ring Rd,Domlur
incident,13.0018,77.6768,"{'amenity':'incident','incident:category':'crime','incident:type':'Scooter Theft','total:incidents':'20'}",3,1,1,3,0.54,KR Puram Bridge Rd,KR Puram
incident,13.0105,77.6865,"{'amenity':'incident','incident:category':'crime','incident:type':'House Theft','total:incidents':'17'}",3,1,1,3,0.56,Ramamurthy Nagar Main Rd,Ramamurthy Nagar
incident,13.0194,77.6973,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'24'}",3,1,1,4,0.52,Hennur Bagalur Rd,Hennur
incident,13.0286,77.7079,"{'amenity':'incident','incident:category':'crime','incident:type':'Burglary','total:incidents':'13'}",3,1,1,3,0.57,Bagalur Cross Rd,Hennur
incident,13.0377,77.7178,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'22'}",3,1,1,3,0.55,Kothanur Cross Rd,Kothanur
incident,13.0468,77.7285,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'19'}",3,1,1,3,0.54,Thanisandra Rd,Thanisandra
incident,13.0556,77.7392,"{'amenity':'incident','incident:category':'crime','incident:type':'Mobile Theft','total:incidents':'21'}",3,1,1,3,0.56,Manyata Tech Park Rd,Nagawara
incident,12.9649,77.6891,"{'amenity':'incident','incident:category':'crime','incident:type':'Laptop Theft','total:incidents':'18'}",3,1,1,3,0.55,Kundalahalli Main Rd,Brookefield
incident,12.9738,77.6984,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'22'}",3,1,1,4,0.52,ITPL Main Road,Whitefield
incident,12.9832,77.7079,"{'amenity':'incident','incident:category':'crime','incident:type':'Phone Theft','total:incidents':'25'}",3,1,1,4,0.51,Whitefield Main Rd,Whitefield
incident,12.9921,77.7174,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'21'}",3,1,1,3,0.54,Seegehalli Rd,Whitefield
incident,13.001,77.7267,"{'amenity':'incident','incident:category':'crime','incident:type':'Burglary','total:incidents':'14'}",3,1,1,3,0.56,Varthur Lake Rd,Varthur
incident,13.01,77.7362,"{'amenity':'incident','incident:category':'crime','incident:type':'Scooter Theft','total:incidents':'19'}",3,1,1,3,0.55,ORR Service Road,Marathahalli
incident,13.019,77.7456,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'23'}",3,1,1,4,0.52,Sarjapur Rd,Bellandur
incident,13.0281,77.7549,"{'amenity':'incident','incident:category':'crime','incident:type':'Mobile Theft','total:incidents':'17'}",3,1,1,3,0.56,Devarabeesanahalli Rd,Bellandur
incident,13.0372,77.7641,"{'amenity':'incident','incident:category':'crime','incident:type':'Chain Snatching','total:incidents':'13'}",3,1,1,3,0.57,Panathur Main Rd,Panathur
incident,13.0463,77.7735,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'20'}",3,1,1,3,0.54,Balagere Rd,Panathur
incident,12.9281,77.6332,"{'amenity':'incident','incident:category':'crime','incident:type':'Phone Theft','total:incidents':'24'}",3,1,1,4,0.52,27th Main Rd,HSR Layout
incident,12.9349,77.6421,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'21'}",3,1,1,3,0.55,Sector 2 Main Rd,HSR Layout
incident,12.942,77.6514,"{'amenity':'incident','incident:category':'crime','incident:type':'Scooter Theft','total:incidents':'17'}",3,1,1,3,0.56,Agara Lake Rd,Agara
incident,12.9491,77.6607,"{'amenity':'incident','incident:category':'crime','incident:type':'Burglary','total:incidents':'14'}",3,1,1,3,0.57,Haralur Rd,HSR Layout
incident,12.956,77.6698,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'23'}",3,1,1,4,0.51,Kudlu Main Rd,Kudlu
incident,12.9631,77.6789,"{'amenity':'incident','incident:category':'crime','incident:type':'Mobile Theft','total:incidents':'18'}",3,1,1,3,0.55,Hosur Main Rd,Bommanahalli
incident,12.9703,77.6879,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'22'}",3,1,1,3,0.54,Silk Board Junction Rd,Silk Board
incident,12.9772,77.697,"{'amenity':'incident','incident:category':'crime','incident:type':'Pickpocket','total:incidents':'26'}",3,1,1,4,0.52,Madivala Market Rd,Madivala
incident,12.9843,77.7061,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'20'}",3,1,1,3,0.55,Koramangala 5th Block Rd,Koramangala
incident,12.9912,77.7153,"{'amenity':'incident','incident:category':'crime','incident:type':'Mobile Theft','total:incidents':'19'}",3,1,1,3,0.56,Sony Signal Rd,Koramangala
incident,12.9012,77.6401,"{'amenity':'incident','incident:category':'crime','incident:type':'Mobile Theft','total:incidents':'18'}",3,1,1,3,0.55,HSR Sector 1 Rd,HSR Layout
incident,12.9081,77.649,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'22'}",3,1,1,4,0.52,HSR 17th Cross Rd,HSR Layout
incident,12.915,77.6581,"{'amenity':'incident','incident:category':'crime','incident:type':'Chain Snatching','total:incidents':'14'}",3,1,1,3,0.56,Agara Service Rd,Agara
incident,12.9218,77.6671,"{'amenity':'incident','incident:category':'crime','incident:type':'Scooter Theft','total:incidents':'20'}",3,1,1,3,0.54,Haralur Rd Extension,HSR Layout
incident,12.9287,77.676,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'23'}",3,1,1,4,0.51,Kudlu Main Rd,Kudlu
incident,12.9355,77.6851,"{'amenity':'incident','incident:category':'crime','incident:type':'Phone Theft','total:incidents':'17'}",3,1,1,3,0.56,Bommanahalli Main Rd,Bommanahalli
incident,12.9424,77.694,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'21'}",3,1,1,3,0.55,Silk Board Service Rd,Silk Board
incident,12.9493,77.703,"{'amenity':'incident','incident:category':'crime','incident:type':'Pickpocket','total:incidents':'26'}",3,1,1,4,0.52,Madivala Market Rd,Madivala
incident,12.9561,77.712,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'20'}",3,1,1,3,0.55,Koramangala 7th Block Rd,Koramangala
incident,12.963,77.721,"{'amenity':'incident','incident:category':'crime','incident:type':'Mobile Theft','total:incidents':'19'}",3,1,1,3,0.56,Sony Signal Rd,Koramangala
incident,12.9025,77.7012,"{'amenity':'incident','incident:category':'crime','incident:type':'Mobile Theft','total:incidents':'16'}",3,1,1,3,0.56,Sarjapur Main Rd,Sarjapur
incident,12.9094,77.7104,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'21'}",3,1,1,3,0.55,Kasavanahalli Rd,Sarjapur
incident,12.9163,77.7194,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'19'}",3,1,1,3,0.54,Bellandur Gate Rd,Bellandur
incident,12.9231,77.7285,"{'amenity':'incident','incident:category':'crime','incident:type':'Pickpocket','total:incidents':'23'}",3,1,1,4,0.52,Devarabeesanahalli Rd,Bellandur
incident,12.93,77.7376,"{'amenity':'incident','incident:category':'crime','incident:type':'Chain Snatching','total:incidents':'13'}",3,1,1,3,0.57,Panathur Main Rd,Panathur
incident,12.9369,77.7467,"{'amenity':'incident','incident:category':'crime','incident:type':'Scooter Theft','total:incidents':'18'}",3,1,1,3,0.56,Balagere Rd,Panathur
incident,12.9437,77.7558,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'22'}",3,1,1,3,0.55,Varthur Main Rd,Varthur
incident,12.9506,77.7649,"{'amenity':'incident','incident:category':'crime','incident:type':'Mobile Theft','total:incidents':'17'}",3,1,1,3,0.56,Whitefield Service Rd,Whitefield
incident,12.9574,77.774,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'20'}",3,1,1,3,0.54,ITPL Main Rd,Whitefield
incident,12.9643,77.7831,"{'amenity':'incident','incident:category':'crime','incident:type':'Burglary','total:incidents':'12'}",3,1,1,3,0.57,Hope Farm Rd,Whitefield
incident,13.0051,77.5408,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'19'}",3,1,1,3,0.55,10th Main Rd,Rajajinagar
incident,13.014,77.5499,"{'amenity':'incident','incident:category':'crime','incident:type':'Mobile Theft','total:incidents':'21'}",3,1,1,4,0.52,Mahalakshmi Layout Main Rd,Mahalakshmi Layout
incident,13.0229,77.559,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'17'}",3,1,1,3,0.56,Nandini Layout Rd,Nandini Layout
incident,13.0318,77.5681,"{'amenity':'incident','incident:category':'crime','incident:type':'Scooter Theft','total:incidents':'20'}",3,1,1,3,0.54,Yeshwanthpur Market Rd,Yeshwanthpur
incident,13.0407,77.5772,"{'amenity':'incident','incident:category':'crime','incident:type':'Pickpocket','total:incidents':'23'}",3,1,1,4,0.52,Tumkur Rd Service Ln,Yeshwanthpur
incident,13.0496,77.5863,"{'amenity':'incident','incident:category':'crime','incident:type':'Chain Snatching','total:incidents':'14'}",3,1,1,3,0.57,Hebbal Lake Rd,Hebbal
incident,13.0585,77.5954,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'21'}",3,1,1,3,0.55,RT Nagar Main Rd,RT Nagar
incident,13.0674,77.6045,"{'amenity':'incident','incident:category':'crime','incident:type':'Burglary','total:incidents':'12'}",3,1,1,3,0.56,Sanjaynagar Main Rd,Sanjaynagar
incident,13.0763,77.6136,"{'amenity':'incident','incident:category':'crime','incident:type':'Mobile Theft','total:incidents':'19'}",3,1,1,3,0.54,Vidyaranyapura Rd,Vidyaranyapura
incident,13.0852,77.6227,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'22'}",3,1,1,4,0.51,Yelahanka Main Rd,Yelahanka
incident,13.0941,77.6318,"{'amenity':'incident','incident:category':'crime','incident:type':'Bike Theft','total:incidents':'20'}",3,1,1,3,0.54,Yelahanka 4th Phase Rd,Yelahanka
incident,13.103,77.6409,"{'amenity':'incident','incident:category':'crime','incident:type':'Mobile Theft','total:incidents':'18'}",3,1,1,3,0.56,Jakkur Main Rd,Jakkur
incident,13.1119,77.65,"{'amenity':'incident','incident:category':'crime','incident:type':'Vehicle Theft','total:incidents':'22'}",3,1,1,4,0.52,Amruthahalli Main Rd,Amruthahalli
incident,13.1208,77.6591,"{'amenity':'incident','incident:category':'crime','incident:type':'Scooter Theft','total:incidents':'19'}",3,1,1,3,0.55,Bagalur Rd,Bagalur
